NN;flatFileRowCounterr;nMaxx;tSeqDB;bTermDB;vertexDBVertex;vertexDegreeDB;vertexScalarDB;vertexDB;targetEvaluate
2;-1;4;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;4;1;2;1 -2 1 0 0;1;-2;1 -2 1 0 0;4
2;0;4;1;2;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;4;1;2;0 6 0 0 0;0;6;0 6 0 0 0;4
2;0;4;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;4
2;1;4;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;4
2;1;4;1;2;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;4;1;2;0 12 0 0 0;0;12;0 12 0 0 0;4
2;1;4;1;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;4
3;-1;4;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;4;1;1;1 -1 1 0 0;1;-1;1 -1 1 0 0;8
3;0;4;1;1;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;4;1;1;0 2 0 0 0;0;2;0 2 0 0 0;8
3;0;4;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;8
3;1;4;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;8
3;1;4;1;1;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;4;1;1;0 6 0 0 0;0;6;0 6 0 0 0;8
3;1;4;1;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;8
3;2;4;2;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;8
3;2;4;2;1;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;4;2;1;0 12 0 0 0;0;12;0 12 0 0 0;8
3;2;4;2;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
2;-1;5;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;5;1;3;1 -3 1 0 0;1;-3;1 -3 1 0 0;4
2;0;5;1;3;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;5;1;3;0 12 0 0 0;0;12;0 12 0 0 0;4
2;0;5;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;4
2;1;5;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;4
2;1;5;1;3;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;5;1;3;0 20 0 0 0;0;20;0 20 0 0 0;4
2;1;5;1;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;4
3;-1;5;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;5;1;2;1 -2 1 0 0;1;-2;1 -2 1 0 0;8
3;0;5;1;2;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;5;1;2;0 6 0 0 0;0;6;0 6 0 0 0;8
3;0;5;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;8
3;1;5;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;8
3;1;5;1;2;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;5;1;2;0 12 0 0 0;0;12;0 12 0 0 0;8
3;1;5;1;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
3;2;5;2;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
3;2;5;2;2;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;5;2;2;0 20 0 0 0;0;20;0 20 0 0 0;8
3;2;5;2;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
4;-1;5;1;1;0 5 -1 0 0;-1;5;0 5 -1 0 0;16
4;0;5;1;1;1 -1 1 0 0;1;-1;1 -1 1 0 0;16
4;0;5;1;1;1 1 2 0 0;2;1;1 1 2 0 0;16
4;0;5;1;1;0 2 0 0 0;0;2;0 2 0 0 0;16
4;0;5;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;16
4;1;5;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;16
4;1;5;1;1;1 1 2 0 0;2;1;1 1 2 0 0;16
4;1;5;1;1;0 6 0 0 0;0;6;0 6 0 0 0;16
4;1;5;1;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;16
4;2;5;2;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;16
4;2;5;2;1;1 1 2 0 0;2;1;1 1 2 0 0;16
4;2;5;2;1;0 12 0 0 0;0;12;0 12 0 0 0;16
4;2;5;2;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;3;5;4;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;3;5;4;1;1 1 2 0 0;2;1;1 1 2 0 0;16
4;3;5;4;1;0 20 0 0 0;0;20;0 20 0 0 0;16
4;3;5;4;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
2;-1;6;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;6;1;4;1 -4 1 0 0;1;-4;1 -4 1 0 0;4
2;0;6;1;4;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;6;1;4;0 20 0 0 0;0;20;0 20 0 0 0;4
2;0;6;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;4
2;1;6;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;4
2;1;6;1;4;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;6;1;4;0 30 0 0 0;0;30;0 30 0 0 0;4
2;1;6;1;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;4
3;-1;6;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;6;1;3;1 -3 1 0 0;1;-3;1 -3 1 0 0;8
3;0;6;1;3;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;6;1;3;0 12 0 0 0;0;12;0 12 0 0 0;8
3;0;6;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
3;1;6;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
3;1;6;1;3;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;6;1;3;0 20 0 0 0;0;20;0 20 0 0 0;8
3;1;6;1;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
3;2;6;2;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
3;2;6;2;3;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;6;2;3;0 30 0 0 0;0;30;0 30 0 0 0;8
3;2;6;2;3;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
4;-1;6;1;1;0 5 -1 0 0;-1;5;0 5 -1 0 0;16
4;0;6;1;2;1 -2 1 0 0;1;-2;1 -2 1 0 0;16
4;0;6;1;2;1 1 2 0 0;2;1;1 1 2 0 0;16
4;0;6;1;2;0 6 0 0 0;0;6;0 6 0 0 0;16
4;0;6;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;16
4;1;6;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;16
4;1;6;1;2;1 1 2 0 0;2;1;1 1 2 0 0;16
4;1;6;1;2;0 12 0 0 0;0;12;0 12 0 0 0;16
4;1;6;1;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;2;6;2;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;2;6;2;2;1 1 2 0 0;2;1;1 1 2 0 0;16
4;2;6;2;2;0 20 0 0 0;0;20;0 20 0 0 0;16
4;2;6;2;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;3;6;4;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;3;6;4;2;1 1 2 0 0;2;1;1 1 2 0 0;16
4;3;6;4;2;0 30 0 0 0;0;30;0 30 0 0 0;16
4;3;6;4;2;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
5;-1;6;1;1;0 6 -1 0 0;-1;6;0 6 -1 0 0;32
5;0;6;1;1;1 -1 1 0 0;1;-1;1 -1 1 0 0;32
5;0;6;1;1;1 1 2 0 0;2;1;1 1 2 0 0;32
5;0;6;1;1;0 2 0 0 0;0;2;0 2 0 0 0;32
5;0;6;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;32
5;1;6;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;32
5;1;6;1;1;1 1 2 0 0;2;1;1 1 2 0 0;32
5;1;6;1;1;0 6 0 0 0;0;6;0 6 0 0 0;32
5;1;6;1;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;32
5;2;6;2;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;32
5;2;6;2;1;1 1 2 0 0;2;1;1 1 2 0 0;32
5;2;6;2;1;0 12 0 0 0;0;12;0 12 0 0 0;32
5;2;6;2;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;3;6;4;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;3;6;4;1;1 1 2 0 0;2;1;1 1 2 0 0;32
5;3;6;4;1;0 20 0 0 0;0;20;0 20 0 0 0;32
5;3;6;4;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;4;6;8;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;4;6;8;1;1 1 2 0 0;2;1;1 1 2 0 0;32
5;4;6;8;1;0 30 0 0 0;0;30;0 30 0 0 0;32
5;4;6;8;1;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
2;-1;7;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;7;1;5;1 -5 1 0 0;1;-5;1 -5 1 0 0;4
2;0;7;1;5;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;7;1;5;0 30 0 0 0;0;30;0 30 0 0 0;4
2;0;7;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;4
2;1;7;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;4
2;1;7;1;5;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;7;1;5;0 42 0 0 0;0;42;0 42 0 0 0;4
2;1;7;1;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;4
3;-1;7;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;7;1;4;1 -4 1 0 0;1;-4;1 -4 1 0 0;8
3;0;7;1;4;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;7;1;4;0 20 0 0 0;0;20;0 20 0 0 0;8
3;0;7;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
3;1;7;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
3;1;7;1;4;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;7;1;4;0 30 0 0 0;0;30;0 30 0 0 0;8
3;1;7;1;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
3;2;7;2;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
3;2;7;2;4;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;7;2;4;0 42 0 0 0;0;42;0 42 0 0 0;8
3;2;7;2;4;1 -7 1 0 0;1;-7;1 -7 1 0 0;8
4;-1;7;1;1;0 5 -1 0 0;-1;5;0 5 -1 0 0;16
4;0;7;1;3;1 -3 1 0 0;1;-3;1 -3 1 0 0;16
4;0;7;1;3;1 1 2 0 0;2;1;1 1 2 0 0;16
4;0;7;1;3;0 12 0 0 0;0;12;0 12 0 0 0;16
4;0;7;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;1;7;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;1;7;1;3;1 1 2 0 0;2;1;1 1 2 0 0;16
4;1;7;1;3;0 20 0 0 0;0;20;0 20 0 0 0;16
4;1;7;1;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;2;7;2;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;2;7;2;3;1 1 2 0 0;2;1;1 1 2 0 0;16
4;2;7;2;3;0 30 0 0 0;0;30;0 30 0 0 0;16
4;2;7;2;3;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;3;7;4;3;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;3;7;4;3;1 1 2 0 0;2;1;1 1 2 0 0;16
4;3;7;4;3;0 42 0 0 0;0;42;0 42 0 0 0;16
4;3;7;4;3;1 -7 1 0 0;1;-7;1 -7 1 0 0;16
5;-1;7;1;1;0 6 -1 0 0;-1;6;0 6 -1 0 0;32
5;0;7;1;2;1 -2 1 0 0;1;-2;1 -2 1 0 0;32
5;0;7;1;2;1 1 2 0 0;2;1;1 1 2 0 0;32
5;0;7;1;2;0 6 0 0 0;0;6;0 6 0 0 0;32
5;0;7;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;32
5;1;7;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;32
5;1;7;1;2;1 1 2 0 0;2;1;1 1 2 0 0;32
5;1;7;1;2;0 12 0 0 0;0;12;0 12 0 0 0;32
5;1;7;1;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;2;7;2;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;2;7;2;2;1 1 2 0 0;2;1;1 1 2 0 0;32
5;2;7;2;2;0 20 0 0 0;0;20;0 20 0 0 0;32
5;2;7;2;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;3;7;4;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;3;7;4;2;1 1 2 0 0;2;1;1 1 2 0 0;32
5;3;7;4;2;0 30 0 0 0;0;30;0 30 0 0 0;32
5;3;7;4;2;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
5;4;7;8;2;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
5;4;7;8;2;1 1 2 0 0;2;1;1 1 2 0 0;32
5;4;7;8;2;0 42 0 0 0;0;42;0 42 0 0 0;32
5;4;7;8;2;1 -7 1 0 0;1;-7;1 -7 1 0 0;32
6;-1;7;1;1;0 7 -1 0 0;-1;7;0 7 -1 0 0;64
6;0;7;1;1;1 -1 1 0 0;1;-1;1 -1 1 0 0;64
6;0;7;1;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;0;7;1;1;0 2 0 0 0;0;2;0 2 0 0 0;64
6;0;7;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;64
6;1;7;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;64
6;1;7;1;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;1;7;1;1;0 6 0 0 0;0;6;0 6 0 0 0;64
6;1;7;1;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;64
6;2;7;2;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;64
6;2;7;2;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;2;7;2;1;0 12 0 0 0;0;12;0 12 0 0 0;64
6;2;7;2;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;64
6;3;7;4;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;64
6;3;7;4;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;3;7;4;1;0 20 0 0 0;0;20;0 20 0 0 0;64
6;3;7;4;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;64
6;4;7;8;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;64
6;4;7;8;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;4;7;8;1;0 30 0 0 0;0;30;0 30 0 0 0;64
6;4;7;8;1;1 -6 1 0 0;1;-6;1 -6 1 0 0;64
6;5;7;16;1;1 -6 1 0 0;1;-6;1 -6 1 0 0;64
6;5;7;16;1;1 1 2 0 0;2;1;1 1 2 0 0;64
6;5;7;16;1;0 42 0 0 0;0;42;0 42 0 0 0;64
6;5;7;16;1;1 -7 1 0 0;1;-7;1 -7 1 0 0;64
2;-1;8;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;8;1;6;1 -6 1 0 0;1;-6;1 -6 1 0 0;4
2;0;8;1;6;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;8;1;6;0 42 0 0 0;0;42;0 42 0 0 0;4
2;0;8;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;4
2;1;8;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;4
2;1;8;1;6;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;8;1;6;0 56 0 0 0;0;56;0 56 0 0 0;4
2;1;8;1;6;1 -8 1 0 0;1;-8;1 -8 1 0 0;4
3;-1;8;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;8;1;5;1 -5 1 0 0;1;-5;1 -5 1 0 0;8
3;0;8;1;5;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;8;1;5;0 30 0 0 0;0;30;0 30 0 0 0;8
3;0;8;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
3;1;8;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
3;1;8;1;5;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;8;1;5;0 42 0 0 0;0;42;0 42 0 0 0;8
3;1;8;1;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;8
3;2;8;2;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;8
3;2;8;2;5;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;8;2;5;0 56 0 0 0;0;56;0 56 0 0 0;8
3;2;8;2;5;1 -8 1 0 0;1;-8;1 -8 1 0 0;8
4;-1;8;1;1;0 5 -1 0 0;-1;5;0 5 -1 0 0;16
4;0;8;1;4;1 -4 1 0 0;1;-4;1 -4 1 0 0;16
4;0;8;1;4;1 1 2 0 0;2;1;1 1 2 0 0;16
4;0;8;1;4;0 20 0 0 0;0;20;0 20 0 0 0;16
4;0;8;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;1;8;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;1;8;1;4;1 1 2 0 0;2;1;1 1 2 0 0;16
4;1;8;1;4;0 30 0 0 0;0;30;0 30 0 0 0;16
4;1;8;1;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;2;8;2;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;2;8;2;4;1 1 2 0 0;2;1;1 1 2 0 0;16
4;2;8;2;4;0 42 0 0 0;0;42;0 42 0 0 0;16
4;2;8;2;4;1 -7 1 0 0;1;-7;1 -7 1 0 0;16
4;3;8;4;4;1 -7 1 0 0;1;-7;1 -7 1 0 0;16
4;3;8;4;4;1 1 2 0 0;2;1;1 1 2 0 0;16
4;3;8;4;4;0 56 0 0 0;0;56;0 56 0 0 0;16
4;3;8;4;4;1 -8 1 0 0;1;-8;1 -8 1 0 0;16
5;-1;8;1;1;0 6 -1 0 0;-1;6;0 6 -1 0 0;32
5;0;8;1;3;1 -3 1 0 0;1;-3;1 -3 1 0 0;32
5;0;8;1;3;1 1 2 0 0;2;1;1 1 2 0 0;32
5;0;8;1;3;0 12 0 0 0;0;12;0 12 0 0 0;32
5;0;8;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;1;8;1;3;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;1;8;1;3;1 1 2 0 0;2;1;1 1 2 0 0;32
5;1;8;1;3;0 20 0 0 0;0;20;0 20 0 0 0;32
5;1;8;1;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;2;8;2;3;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;2;8;2;3;1 1 2 0 0;2;1;1 1 2 0 0;32
5;2;8;2;3;0 30 0 0 0;0;30;0 30 0 0 0;32
5;2;8;2;3;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
5;3;8;4;3;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
5;3;8;4;3;1 1 2 0 0;2;1;1 1 2 0 0;32
5;3;8;4;3;0 42 0 0 0;0;42;0 42 0 0 0;32
5;3;8;4;3;1 -7 1 0 0;1;-7;1 -7 1 0 0;32
5;4;8;8;3;1 -7 1 0 0;1;-7;1 -7 1 0 0;32
5;4;8;8;3;1 1 2 0 0;2;1;1 1 2 0 0;32
5;4;8;8;3;0 56 0 0 0;0;56;0 56 0 0 0;32
5;4;8;8;3;1 -8 1 0 0;1;-8;1 -8 1 0 0;32
6;-1;8;1;1;0 7 -1 0 0;-1;7;0 7 -1 0 0;64
6;0;8;1;2;1 -2 1 0 0;1;-2;1 -2 1 0 0;64
6;0;8;1;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;0;8;1;2;0 6 0 0 0;0;6;0 6 0 0 0;64
6;0;8;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;64
6;1;8;1;2;1 -3 1 0 0;1;-3;1 -3 1 0 0;64
6;1;8;1;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;1;8;1;2;0 12 0 0 0;0;12;0 12 0 0 0;64
6;1;8;1;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;64
6;2;8;2;2;1 -4 1 0 0;1;-4;1 -4 1 0 0;64
6;2;8;2;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;2;8;2;2;0 20 0 0 0;0;20;0 20 0 0 0;64
6;2;8;2;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;64
6;3;8;4;2;1 -5 1 0 0;1;-5;1 -5 1 0 0;64
6;3;8;4;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;3;8;4;2;0 30 0 0 0;0;30;0 30 0 0 0;64
6;3;8;4;2;1 -6 1 0 0;1;-6;1 -6 1 0 0;64
6;4;8;8;2;1 -6 1 0 0;1;-6;1 -6 1 0 0;64
6;4;8;8;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;4;8;8;2;0 42 0 0 0;0;42;0 42 0 0 0;64
6;4;8;8;2;1 -7 1 0 0;1;-7;1 -7 1 0 0;64
6;5;8;16;2;1 -7 1 0 0;1;-7;1 -7 1 0 0;64
6;5;8;16;2;1 1 2 0 0;2;1;1 1 2 0 0;64
6;5;8;16;2;0 56 0 0 0;0;56;0 56 0 0 0;64
6;5;8;16;2;1 -8 1 0 0;1;-8;1 -8 1 0 0;64
7;-1;8;1;1;0 8 -1 0 0;-1;8;0 8 -1 0 0;128
7;0;8;1;1;1 -1 1 0 0;1;-1;1 -1 1 0 0;128
7;0;8;1;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;0;8;1;1;0 2 0 0 0;0;2;0 2 0 0 0;128
7;0;8;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;128
7;1;8;1;1;1 -2 1 0 0;1;-2;1 -2 1 0 0;128
7;1;8;1;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;1;8;1;1;0 6 0 0 0;0;6;0 6 0 0 0;128
7;1;8;1;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;128
7;2;8;2;1;1 -3 1 0 0;1;-3;1 -3 1 0 0;128
7;2;8;2;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;2;8;2;1;0 12 0 0 0;0;12;0 12 0 0 0;128
7;2;8;2;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;128
7;3;8;4;1;1 -4 1 0 0;1;-4;1 -4 1 0 0;128
7;3;8;4;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;3;8;4;1;0 20 0 0 0;0;20;0 20 0 0 0;128
7;3;8;4;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;128
7;4;8;8;1;1 -5 1 0 0;1;-5;1 -5 1 0 0;128
7;4;8;8;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;4;8;8;1;0 30 0 0 0;0;30;0 30 0 0 0;128
7;4;8;8;1;1 -6 1 0 0;1;-6;1 -6 1 0 0;128
7;5;8;16;1;1 -6 1 0 0;1;-6;1 -6 1 0 0;128
7;5;8;16;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;5;8;16;1;0 42 0 0 0;0;42;0 42 0 0 0;128
7;5;8;16;1;1 -7 1 0 0;1;-7;1 -7 1 0 0;128
7;6;8;32;1;1 -7 1 0 0;1;-7;1 -7 1 0 0;128
7;6;8;32;1;1 1 2 0 0;2;1;1 1 2 0 0;128
7;6;8;32;1;0 56 0 0 0;0;56;0 56 0 0 0;128
7;6;8;32;1;1 -8 1 0 0;1;-8;1 -8 1 0 0;128
2;-1;9;1;1;0 3 -1 0 0;-1;3;0 3 -1 0 0;4
2;0;9;1;7;1 -7 1 0 0;1;-7;1 -7 1 0 0;4
2;0;9;1;7;1 1 2 0 0;2;1;1 1 2 0 0;4
2;0;9;1;7;0 56 0 0 0;0;56;0 56 0 0 0;4
2;0;9;1;7;1 -8 1 0 0;1;-8;1 -8 1 0 0;4
2;1;9;1;7;1 -8 1 0 0;1;-8;1 -8 1 0 0;4
2;1;9;1;7;1 1 2 0 0;2;1;1 1 2 0 0;4
2;1;9;1;7;0 72 0 0 0;0;72;0 72 0 0 0;4
2;1;9;1;7;1 -9 1 0 0;1;-9;1 -9 1 0 0;4
3;-1;9;1;1;0 4 -1 0 0;-1;4;0 4 -1 0 0;8
3;0;9;1;6;1 -6 1 0 0;1;-6;1 -6 1 0 0;8
3;0;9;1;6;1 1 2 0 0;2;1;1 1 2 0 0;8
3;0;9;1;6;0 42 0 0 0;0;42;0 42 0 0 0;8
3;0;9;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;8
3;1;9;1;6;1 -7 1 0 0;1;-7;1 -7 1 0 0;8
3;1;9;1;6;1 1 2 0 0;2;1;1 1 2 0 0;8
3;1;9;1;6;0 56 0 0 0;0;56;0 56 0 0 0;8
3;1;9;1;6;1 -8 1 0 0;1;-8;1 -8 1 0 0;8
3;2;9;2;6;1 -8 1 0 0;1;-8;1 -8 1 0 0;8
3;2;9;2;6;1 1 2 0 0;2;1;1 1 2 0 0;8
3;2;9;2;6;0 72 0 0 0;0;72;0 72 0 0 0;8
3;2;9;2;6;1 -9 1 0 0;1;-9;1 -9 1 0 0;8
4;-1;9;1;1;0 5 -1 0 0;-1;5;0 5 -1 0 0;16
4;0;9;1;5;1 -5 1 0 0;1;-5;1 -5 1 0 0;16
4;0;9;1;5;1 1 2 0 0;2;1;1 1 2 0 0;16
4;0;9;1;5;0 30 0 0 0;0;30;0 30 0 0 0;16
4;0;9;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;1;9;1;5;1 -6 1 0 0;1;-6;1 -6 1 0 0;16
4;1;9;1;5;1 1 2 0 0;2;1;1 1 2 0 0;16
4;1;9;1;5;0 42 0 0 0;0;42;0 42 0 0 0;16
4;1;9;1;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;16
4;2;9;2;5;1 -7 1 0 0;1;-7;1 -7 1 0 0;16
4;2;9;2;5;1 1 2 0 0;2;1;1 1 2 0 0;16
4;2;9;2;5;0 56 0 0 0;0;56;0 56 0 0 0;16
4;2;9;2;5;1 -8 1 0 0;1;-8;1 -8 1 0 0;16
4;3;9;4;5;1 -8 1 0 0;1;-8;1 -8 1 0 0;16
4;3;9;4;5;1 1 2 0 0;2;1;1 1 2 0 0;16
4;3;9;4;5;0 72 0 0 0;0;72;0 72 0 0 0;16
4;3;9;4;5;1 -9 1 0 0;1;-9;1 -9 1 0 0;16
5;-1;9;1;1;0 6 -1 0 0;-1;6;0 6 -1 0 0;32
5;0;9;1;4;1 -4 1 0 0;1;-4;1 -4 1 0 0;32
5;0;9;1;4;1 1 2 0 0;2;1;1 1 2 0 0;32
5;0;9;1;4;0 20 0 0 0;0;20;0 20 0 0 0;32
5;0;9;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;1;9;1;4;1 -5 1 0 0;1;-5;1 -5 1 0 0;32
5;1;9;1;4;1 1 2 0 0;2;1;1 1 2 0 0;32
5;1;9;1;4;0 30 0 0 0;0;30;0 30 0 0 0;32
5;1;9;1;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
5;2;9;2;4;1 -6 1 0 0;1;-6;1 -6 1 0 0;32
